"Points:0","Points:2","U:0","U:1","U:2","Res:0","Res:1","Res:2"
-0.027878961,-0.10634167,-9.293882,-1.4213203,2.180813,4.81691e-10,-5.3393806e-10,-3.6324983e-09
-0.026489459,-0.10117546,-9.299173,-1.3265995,2.1692047,2.1469085e-10,-3.6792633e-10,-1.7033394e-09
-0.025099958999999998,-0.09600924,-9.269449,-1.1451486,2.142079,5.7649097e-10,-7.7349425e-11,-1.5804231e-09
-0.023710457999999997,-0.090843029,-9.19661,-0.88177675,2.0973506,1.1221046e-09,4.1323778e-10,-6.07026e-10
-0.022320956,-0.085676819,-9.0715275,-0.5460456,2.0324092,2.6737401e-09,8.652551e-10,-6.5952094e-10
-0.020931456,-0.080510601,-8.886772,-0.1531827,1.9435575,5.5070504e-09,1.0103584e-09,-2.412982e-09
-0.023389524,-0.14009425,-8.035776,-0.32505742,0.78593177,-1.1601407e-11,-9.312223e-13,2.6254365e-12
-0.022482831,-0.13482247,-8.870084,-0.6758939,1.3910998,1.2481541e-10,-3.5749896e-11,1.1304949e-10
-0.021576136,-0.12955070000000002,-9.135321,-0.96459144,1.3223296,3.4827288e-10,-1.547781e-10,2.793601e-10
-0.020669444,-0.1242789,-9.257144,-1.1956905,1.3276509,6.2443734e-10,-3.337127e-10,-5.6450473e-11
-0.019762751000000002,-0.11900712,-9.338169,-1.3635815,1.3282337,9.340839e-10,-4.544815e-10,-2.4898092e-09
-0.018856058000000002,-0.11373533,-9.397065,-1.4548334,1.3278468,8.2625723e-10,-5.002101e-10,-4.2988693e-09
-0.017949363,-0.10846355,-9.43208,-1.4632826,1.3220397,4.372871e-10,-5.9333644e-10,-4.102122e-09
-0.01704267,-0.10319176,-9.439595,-1.38635,1.3070377,-4.077665e-12,-5.0687265e-10,-1.9846154e-09
-0.016135978,-0.097919978,-9.413062,-1.2232648,1.2809238,1.9436282e-10,-1.4006232e-10,-1.6203887e-09
-0.015229284,-0.092648193,-9.344739,-0.97703993,1.2425388,1.1237311e-09,4.36506e-10,-4.1910256e-10
-0.01432259,-0.08737640099999999,-9.225009,-0.6550839,1.1901119,2.4691245e-09,4.682075e-10,-3.09924e-10
-0.013415896,-0.08210461599999999,-9.045116,-0.27100837,1.1203921,5.4092215e-09,1.7481479e-10,-1.6490332e-09
-0.010364913,-0.14166287,-8.047384,-0.31965038,0.08071889,-8.368678e-12,-8.612224e-13,3.1963037e-12
-0.0099486196,-0.13632976,-8.925605,-0.6674121,0.60642487,1.2287335e-10,-3.3427948e-11,1.4676015e-10
-0.0095323259,-0.13099664,-9.185229,-0.95844275,0.5055909,3.8553702e-10,-1.5324077e-10,3.6884787e-10
-0.0091160312,-0.12566353,-9.306218,-1.1953027,0.49303454,6.833745e-10,-3.3692665e-10,1.280119e-10
-0.0086997375,-0.12033042,-9.386558,-1.372703,0.48070568,9.998694e-10,-4.2030943e-10,-2.056135e-09
-0.0082834437,-0.1149973,-9.445491,-1.47702,0.47059676,1.0713955e-09,-5.1479754e-10,-4.511898e-09
-0.00786715,-0.10966419,-9.481016,-1.500889,0.45816308,1.2186715e-09,-6.1778904e-10,-4.572363e-09
-0.0074508557999999996,-0.10433108,-9.489465,-1.4418927,0.43989092,-1.7319314e-10,-5.7293775e-10,-2.6031295e-09
-0.0070345616,-0.098997965,-9.465919,-1.2979795,0.4144596,-2.3227499e-10,-1.7786671e-10,-1.8810027e-09
-0.0066182679000000005,-0.093664855,-9.402342,-1.0703716,0.38161582,5.700603e-10,4.5139947e-10,-7.784235e-10
-0.0062019741,-0.088331744,-9.289092,-0.7640805,0.34068656,1.6861385e-09,1.0821544e-10,-2.7297964e-10
-0.0057856799,-0.08299862599999999,-9.116418,-0.3907049,0.289027,4.6856194e-09,-3.904148e-10,-1.4083765e-09
0.0027500719,-0.14202423,-7.984727,-0.31509867,-0.9104512,-4.8730755e-12,-1.7051345e-12,3.6024118e-12
0.0026722921,-0.13667504,-8.903999,-0.6587757,-0.2503712,1.11308705e-10,-2.9099783e-11,1.8643617e-10
0.0025945124,-0.13132586,-9.154036,-0.9510479,-0.43891668,4.0840703e-10,-1.4961472e-10,3.5204467e-10
0.0025167328,-0.12597668,-9.2722845,-1.1925932,-0.48735228,7.3294315e-10,-3.3756964e-10,3.3777253e-10
0.0024389531,-0.12062749,-9.350406,-1.3783467,-0.5289136,1.0304623e-09,-4.2801557e-10,-1.4956175e-09
0.0023611733,-0.11527830000000001,-9.408021,-1.4947766,-0.5627054,1.2709975e-09,-4.5785847e-10,-4.6744844e-09
0.0022833939,-0.10992912,-9.44291,-1.5336263,-0.59390384,1.5750861e-09,-6.1195293e-10,-5.059202e-09
0.002205614,-0.10457993,-9.4516325,-1.4922832,-0.6267008,1.0358746e-09,-5.655443e-10,-3.2324385e-09
0.0021278344,-0.09923075099999999,-9.429719,-1.368047,-0.66303796,-5.2833576e-10,-2.0577222e-10,-2.281504e-09
0.0020500547,-0.09388156199999999,-9.370498,-1.1601965,-0.70161384,-1.3414671e-10,3.0761685e-10,-1.2071932e-09
0.0019722749,-0.088532381,-9.264482,-0.8712941,-0.7423245,1.1815486e-09,-1.1527075e-10,-3.0613803e-10
0.0018944953,-0.083183192,-9.100944,-0.51055586,-0.78840476,3.8853996e-09,-8.256312e-10,-1.1234449e-09
0.015842538,-0.14116447,-7.851555,-0.31140706,-1.9315453,-7.601047e-12,-1.8393126e-12,3.6216201e-12
0.01527128,-0.13584542,-8.811015,-0.65044266,-1.3792398,1.02494235e-10,-2.496156e-11,2.3261575e-10
0.014700021,-0.13052639,-9.046011,-0.9430328,-1.6022252,4.4233447e-10,-1.439618e-10,3.1527203e-10
0.014128762,-0.12520736,-9.158751,-1.1881388,-1.6722916,7.8148954e-10,-3.365678e-10,5.7337696e-10
0.013557503,-0.11988834,-9.233154,-1.3809906,-1.7282372,9.303969e-10,-4.880232e-10,-7.8850754e-10
0.012986244,-0.1145693,-9.287924,-1.5082588,-1.7731975,1.126579e-09,-5.475427e-10,-4.110301e-09
0.012414983999999999,-0.10925026,-9.320681,-1.5612928,-1.8118548,1.849841e-09,-5.9360034e-10,-5.458695e-09
0.011843725,-0.10393123,-9.328074,-1.5370109,-1.8482757,2.3552849e-09,-5.302356e-10,-3.8827284e-09
0.011272466,-0.098612197,-9.306874,-1.4324524,-1.8840657,2.6887784e-10,-1.7881549e-10,-2.636918e-09
0.010701206999999999,-0.09329316800000001,-9.2514715,-1.2451341,-1.9166942,-2.2885346e-10,1.998602e-10,-1.6065704e-09
0.010129948,-0.087974131,-9.152958,-0.9751098,-1.9443206,8.4502144e-10,-1.4138556e-10,-4.4069118e-10
0.0095586888,-0.08265510200000001,-8.999969,-0.6288939,-1.9686689,3.1269396e-09,-1.0396918e-09,-8.589814e-10
0.028796857000000002,-0.13909006,-7.652238,-0.3087375,-2.8937192,-1.3296068e-12,-1.9635196e-12,4.7253833e-12
0.027737206,-0.13384727,-8.654083,-0.6425497,-2.4891846,7.941211e-11,-1.8769677e-11,2.8394417e-10
0.026677556,-0.12860449,-8.861594,-0.9346604,-2.7434444,4.6920234e-10,-1.3753827e-10,2.521302e-10
0.025617907000000002,-0.12336171,-8.968264,-1.1822368,-2.8333108,8.269284e-10,-3.2567513e-10,8.281296e-10
0.024558255,-0.11811892,-9.038103,-1.3809557,-2.9028265,6.491826e-10,-5.265068e-10,7.8096626e-11
0.023498606000000002,-0.11287613,-9.0885935,-1.5177252,-2.9581082,7.248067e-10,-6.627519e-10,-3.3415817e-09
0.022438955,-0.10763334,-9.117715,-1.5839913,-3.0032794,1.9736994e-09,-6.2834143e-10,-5.752498e-09
0.021379303,-0.10239056,-9.122503,-1.575628,-3.042596,2.8306146e-09,-4.605547e-10,-4.516189e-09
0.020319654,-0.097147778,-9.100867,-1.4905564,-3.0775523,1.9804312e-09,-9.1844456e-11,-2.8828648e-09
0.019260002,-0.09190499,-9.048454,-1.3242136,-3.10476,5.0075478e-12,1.6129144e-10,-2.0637658e-09
0.018200353,-0.08666220300000001,-8.957304,-1.0742347,-3.1208127,6.845797e-10,6.457347e-11,-7.1612627e-10
0.017140703,-0.081419423,-8.815825,-0.7442637,-3.1257255,2.6848985e-09,-9.693465e-10,-6.7432293e-10
0.041500427,-0.13582411,-7.3933253,-0.30733326,-3.7859097,9.382325e-15,-1.9845488e-12,5.622016e-12
0.039961804,-0.13070267,-8.40722,-0.6354001,-3.567233,5.716916e-11,-9.7963825e-12,3.4234457e-10
0.038423181,-0.12558125,-8.601401,-0.92623156,-3.8483186,5.041613e-10,-1.2993269e-10,3.1715514e-10
0.036884557000000005,-0.12045982,-8.704211,-1.1752409,-3.9585576,9.0016705e-10,-3.0903619e-10,1.1068988e-09
0.035345934,-0.11533839,-8.768454,-1.3786227,-4.0415635,3.9245554e-10,-5.3822186e-10,7.635686e-10
0.033807307,-0.11021695,-8.813303,-1.5234795,-4.1065907,2.6652697e-10,-7.533885e-10,-2.3588065e-09
0.032268684,-0.10509552,-8.837535,-1.60087,-4.1575465,1.3320465e-09,-7.901095e-10,-5.3472724e-09
0.030730059,-0.099974096,-8.838629,-1.6082202,-4.1990714,3.0584506e-09,-3.5480247e-10,-5.0589692e-09
0.029191436,-0.094852664,-8.815546,-1.5421357,-4.232767,3.6444177e-09,-6.4535274e-12,-3.027506e-09
0.027652811,-0.089731231,-8.765273,-1.3967621,-4.254855,9.625615e-10,2.0675626e-10,-2.5866838e-09
0.026114187999999997,-0.084609799,-8.681121,-1.1676246,-4.2606826,8.47184e-10,2.7116837e-13,-1.1783207e-09
0.024575565,-0.079488367,-8.551674,-0.8553815,-4.2484927,2.4834792e-09,-5.823189e-10,-6.500749e-10
0.053846467,-0.13139927,-7.0786858,-0.30697358,-4.650576,3.6105157e-12,-1.7723252e-12,7.45079e-12
0.051842306,-0.12644303,-8.080678,-0.6293225,-4.599764,2.6198816e-11,7.569206e-12,4.1090095e-10
0.049838144,-0.12148681,-8.273023,-0.91818917,-4.906391,5.581918e-10,-1.2140104e-10,4.50375e-10
0.047833983,-0.11653057,-8.369877,-1.1677291,-5.0383444,1.0294287e-09,-2.895959e-10,1.07142e-09
0.04582982099999999,-0.11157434,-8.426971,-1.3745545,-5.134878,3.097914e-10,-5.1653676e-10,1.1694642e-09
0.04382566,-0.10661811,-8.465131,-1.5262029,-5.2091284,-3.4043038e-10,-8.08328e-10,-1.1430509e-09
0.041821498,-0.10166188,-8.483714,-1.6145775,-5.265315,3.697538e-10,-9.3058206e-10,-4.3795283e-09
0.039817337,-0.096705645,-8.480393,-1.635568,-5.3084345,2.5233369e-09,-3.5406486e-10,-5.4284914e-09
0.037813175,-0.091749422,-8.4552,-1.5872121,-5.340182,4.1322057e-09,4.032397e-11,-3.3498655e-09
0.035809014,-0.08679319199999999,-8.406367,-1.4623522,-5.3571835,3.0127396e-09,3.3877465e-10,-3.1221972e-09
0.033804852999999996,-0.081836954,-8.328779,-1.2544581,-5.3538656,1.5808105e-09,-7.7219856e-11,-1.8145696e-09
0.031800691,-0.076880723,-8.211561,-0.9611465,-5.326743,2.705334e-09,-1.537968e-10,-8.3603313e-10
0.065733485,-0.12585868,-6.7053785,-0.30748218,-5.4668994,7.090085e-12,-1.5653604e-12,7.567176e-12
0.063281022,-0.12110987,-7.7013683,-0.6246143,-5.576929,-3.9463183e-11,2.9614613e-11,4.866453e-10
0.060828562999999995,-0.11636106,-7.8784924,-0.9113185,-5.9113917,5.864068e-10,-1.08700625e-10,5.937764e-10
0.058376104000000005,-0.11161225,-7.966839,-1.1605104,-6.0652223,1.2034089e-09,-2.8815603e-10,9.1522967e-10
0.055923644,-0.10686344,-8.016331,-1.3694165,-6.1751804,5.492619e-10,-4.5842025e-10,1.5978937e-09
0.053471185,-0.10211463,-8.047602,-1.5263371,-6.257961,-9.590455e-10,-7.9772705e-10,3.1481184e-10
0.051018722,-0.097365811,-8.060144,-1.6243354,-6.3186355,-4.9356685e-10,-1.0269892e-09,-3.1205314e-09
0.048566263,-0.092617005,-8.052105,-1.6578234,-6.3624945,1.4415333e-09,-4.7187954e-10,-5.3587472e-09
0.046113804,-0.087868191,-8.024484,-1.625864,-6.391421,3.797366e-09,1.2694781e-10,-3.8540624e-09
0.043661345,-0.08311937700000001,-7.9767094,-1.5207894,-6.403122,4.9774367e-09,4.7595927e-10,-3.2993481e-09
0.041208882,-0.078370571,-7.905266,-1.3342031,-6.3914423,2.9589358e-09,-3.3202857e-11,-2.5306148e-09
0.038756423,-0.073621757,-7.800308,-1.0606996,-6.351354,3.5814043e-09,-4.832823e-10,-1.2244088e-09
0.077064164,-0.11925419999999999,-6.2776093,-0.30970445,-6.225354,8.806403e-12,-1.3015298e-12,8.206114e-12
0.074183822,-0.11475230000000002,-7.2579064,-0.6223509,-6.4921184,-1.3741126e-10,5.6075485e-11,5.699892e-10
0.071303487,-0.11025039999999998,-7.4186234,-0.9065756,-6.856253,6.079195e-10,-9.952185e-11,7.406709e-10
0.068423152,-0.1057485,-7.4986024,-1.1544988,-7.0320263,1.4218213e-09,-3.0387864e-10,6.663005e-10
0.065542817,-0.1012466,-7.540547,-1.3641617,-7.155321,1.1839347e-09,-4.814694e-10,2.0510222e-09
0.062662475,-0.096744694,-7.564814,-1.524889,-7.2460284,-1.1439677e-09,-7.327504e-10,1.5581412e-09
0.05978214,-0.09224279199999999,-7.571238,-1.6304777,-7.31038,-1.438842e-09,-1.0438713e-09,-1.5604762e-09
0.056901805,-0.087740891,-7.5585155,-1.6755644,-7.353845,6.411069e-11,-4.7061605e-10,-4.1963224e-09
0.054021467000000004,-0.083238989,-7.5283813,-1.6583612,-7.379137,2.8436422e-09,1.7254129e-10,-4.242874e-09
0.051141128,-0.078737088,-7.4814034,-1.5719409,-7.385081,5.135445e-09,4.0461032e-10,-3.2175373e-09
0.048260792999999996,-0.074235186,-7.4157124,-1.4061725,-7.365457,4.561065e-09,1.1718404e-10,-3.153366e-09
0.045380455,-0.069733277,-7.322833,-1.1527647,-7.313968,4.8939586e-09,-6.3952005e-10,-1.7047741e-09
0.08774674699999999,-0.11164478,-5.8012037,-0.31413537,-6.917424,7.9737345e-12,-8.4612845e-13,8.616358e-12
0.08446195699999999,-0.10742661,-6.756088,-0.62319744,-7.336717,-1.3748129e-10,8.646406e-11,6.633253e-10
0.081177175,-0.10320843,-6.8988295,-0.90475553,-7.732074,5.781421e-10,-6.880314e-11,8.945587e-10
0.077892385,-0.098990254,-6.969586,-1.1505883,-7.930854,1.6644448e-09,-3.0294997e-10,4.4645165e-10
0.074607596,-0.09477208599999999,-7.0037823,-1.3597838,-8.068021,1.8230055e-09,-5.486139e-10,2.2519682e-09
0.071322814,-0.09055391,-7.0210643,-1.5228232,-8.1664915,-6.78261e-10,-6.138509e-10,2.1305935e-09
0.068038024,-0.086335734,-7.0215735,-1.6343585,-8.233783,-1.8167192e-09,-1.01872e-09,3.081408e-10
0.064753234,-0.082117558,-7.0044312,-1.689377,-8.276179,-1.0450645e-09,-4.6023862e-10,-2.679544e-09
0.061468447999999995,-0.077899389,-6.9720807,-1.6852957,-8.29703,1.3208586e-09,1.3253124e-10,-3.8265973e-09
0.058183659000000006,-0.073681213,-6.925958,-1.6160439,-8.296611,4.263141e-09,2.6703662e-10,-2.1808202e-09
0.054898873,-0.069463037,-6.865801,-1.4700803,-8.26914,6.111677e-09,3.2521746e-10,-2.3689144e-09
0.051614087,-0.065244861,-6.784768,-1.2365277,-8.207383,6.3909233e-09,-6.466377e-10,-2.0251865e-09
0.097695492,-0.10309505,-5.276597,-0.32119676,-7.533187,9.497436e-12,-2.8513007e-13,1.0997605e-11
0.094033197,-0.099195771,-6.1955757,-0.6277027,-8.101558,-1.2937337e-10,1.2225995e-10,7.6994255e-10
0.09037090099999999,-0.095296495,-6.3200974,-0.90645623,-8.530816,4.7941573e-10,-3.3223493e-11,1.0514245e-09
0.086708605,-0.091397226,-6.382003,-1.1494619,-8.7548685,1.879834e-09,-3.1484945e-10,6.661714e-10
0.08304631,-0.08749795,-6.409063,-1.3570174,-8.907273,2.351217e-09,-5.9166194e-10,1.9159094e-09
0.079384014,-0.083598673,-6.420137,-1.5209938,-9.013958,4.738684e-10,-7.0217165e-10,2.7207672e-09
0.075721718,-0.079699397,-6.4156175,-1.6368804,-9.083912,-1.6763864e-09,-8.7611185e-10,1.9477515e-09
0.072059423,-0.075800128,-6.3949356,-1.7000371,-9.124529,-2.0035642e-09,-4.517264e-10,-7.7262224e-10
0.068397127,-0.071900852,-6.3611073,-1.7076225,-9.14021,-2.1769875e-10,-1.395344e-10,-2.8673237e-09
0.06473483099999999,-0.068001576,-6.316433,-1.6538898,-9.132723,3.1084697e-09,3.3142836e-11,-1.169524e-09
0.061072536,-0.064102307,-6.261883,-1.526476,-9.097318,5.576905e-09,4.2383705e-10,-9.385475e-10
0.057410244000000006,-0.060203031,-6.1925807,-1.3122587,-9.026121,7.808252e-09,-4.0480577e-10,-3.1170527e-10
0.10682910000000001,-0.09367397400000001,-4.699391,-0.33095855,-8.069523,1.0485378e-11,3.0393128e-13,1.0186572e-11
0.10281958,-0.090126731,-5.57532,-0.6364358,-8.785412,-1.2616239e-10,1.652497e-10,8.9146596e-10
0.09881006199999999,-0.086579487,-5.684977,-0.9123044,-9.25105,3.1823236e-10,4.855662e-11,1.2215642e-09
0.094800547,-0.08303224299999999,-5.7397776,-1.1518499,-9.502339,2.042709e-09,-2.853863e-10,8.861342e-10
0.090791024,-0.079484999,-5.7608647,-1.3566798,-9.670855,2.9345246e-09,-6.079944e-10,1.4500832e-09
0.086781509,-0.075937755,-5.7668486,-1.5202827,-9.785795,2.0262458e-09,-7.1716866e-10,3.3508227e-09
0.082771994,-0.072390512,-5.758658,-1.6390479,-9.857689,-1.0217179e-09,-1.0431681e-09,2.6457958e-09
0.078762472,-0.068843268,-5.7357593,-1.7087095,-9.895372,-1.926204e-09,-9.0803043e-10,1.4965406e-09
0.07475295700000001,-0.06529602400000001,-5.701516,-1.7263788,-9.904987,-2.2225262e-09,-5.023479e-10,-1.0509208e-09
0.070743442,-0.061748784,-5.659132,-1.6863618,-9.889597,9.75617e-10,-4.0952397e-10,-4.3445486e-10
0.066733919,-0.058201537000000005,-5.6105103,-1.5760171,-9.845718,4.819008e-09,6.769837e-11,1.0164256e-09
0.062724404,-0.054654293,-5.5528617,-1.3802453,-9.765548,8.791013e-09,2.1377167e-11,1.7920628e-09
0.11505575,-0.083445959,-4.076073,-0.34432465,-8.538035,7.995843e-12,9.393495e-13,8.583368e-12
0.11073337,-0.080281988,-4.906246,-0.6504113,-9.406822,-1.2548367e-10,2.0936121e-10,1.0234478e-09
0.10641099999999999,-0.077118009,-5.0009894,-0.9233883,-9.906011,3.003842e-11,1.524671e-10,1.4008442e-09
0.10208862,-0.073954038,-5.0498543,-1.1589471,-10.180354,2.155646e-09,-2.1909553e-10,1.0818925e-09
0.097766243,-0.07079006,-5.0664525,-1.3600338,-10.361375,3.5367986e-09,-6.18208e-10,8.8634655e-10
0.093443871,-0.067626089,-5.0688004,-1.5219449,-10.481468,2.956271e-09,-7.7246926e-10,3.4923577e-09
0.089121491,-0.06446211,-5.0579395,-1.6420357,-10.553194,4.3331946e-10,-1.1648553e-09,3.3611165e-09
0.084799111,-0.061298139,-5.0338154,-1.716484,-10.586044,-1.3890278e-09,-1.4759475e-09,2.5080673e-09
0.080476739,-0.058134165,-4.999962,-1.7424508,-10.588028,-2.3150386e-09,-9.899579e-10,1.1998833e-09
0.076154366,-0.05497019,-4.960618,-1.7142438,-10.563556,-1.5632168e-09,-8.0960094e-10,6.428606e-10
0.071831986,-0.051806211,-4.9182987,-1.6191777,-10.510565,4.005145e-09,-4.494788e-10,3.1656937e-09
0.06750961400000001,-0.04864224,-4.872234,-1.4405593,-10.421553,9.059216e-09,7.7059234e-11,3.834618e-09
0.12225525,-0.072469696,-3.447642,-0.3636595,-8.982623,4.2809927e-12,1.8942116e-12,9.30771e-12
0.11765988,-0.069718421,-4.217202,-0.67151165,-9.975637,-1.2653015e-10,2.5754934e-10,1.0934535e-09
0.11306452,-0.066967145,-4.2892113,-0.9417496,-10.494122,-4.702744e-10,2.8072644e-10,1.6179598e-09
0.10846916,-0.06421587599999999,-4.3289533,-1.172953,-10.784229,2.0414923e-09,-1.671477e-10,1.2667406e-09
0.10387379,-0.061464599999999994,-4.338678,-1.3692905,-10.973829,4.0887507e-09,-7.1389106e-10,8.203198e-10
0.099278428,-0.058713327999999995,-4.33582,-1.5280805,-11.096363,4.0120867e-09,-8.431635e-10,3.006938e-09
0.094683059,-0.055962052000000005,-4.3217015,-1.6477407,-11.165718,2.2287858e-09,-9.380371e-10,4.160371e-09
0.090087697,-0.05321078,-4.2963514,-1.7249709,-11.192157,-8.522956e-11,-1.7132366e-09,3.3236474e-09
0.085492328,-0.050459504,-4.263302,-1.7571485,-11.185205,-2.017487e-09,-1.5822688e-09,2.590155e-09
0.080896966,-0.047708232,-4.2274346,-1.7384306,-11.150641,-2.1919424e-09,-1.1781371e-09,2.2020306e-09
0.076301605,-0.04495696,-4.191785,-1.6562623,-11.087894,2.1420536e-09,-9.024883e-10,3.4799326e-09
0.071706235,-0.04220568400000001,-4.1571407,-1.4927993,-10.99059,8.347559e-09,-4.0638776e-10,4.438394e-09
0.12837876,-0.060857549000000004,-2.8311105,-0.38575977,-9.337142,2.3025113e-12,2.9422272e-12,8.690094e-12
0.12355148,-0.05854338,-3.5188816,-0.6991311,-10.448536,-3.0126743e-10,2.713657e-10,1.1405449e-09
0.1187242,-0.056229210999999994,-3.5581949,-0.9673353,-10.989345,-4.316494e-10,4.2936846e-10,1.8477674e-09
0.11389691,-0.053915045999999994,-3.5838306,-1.1941708,-11.29731,1.7148325e-09,4.2526434e-11,1.4192758e-09
0.10906963,-0.051600877,-3.5836859,-1.3850085,-11.496371,4.5011164e-09,-9.2152413e-10,1.1841806e-09
0.10424235,-0.049286708,-3.574111,-1.5395341,-11.62173,5.060971e-09,-9.603462e-10,2.4260145e-09
0.099415064,-0.046972535999999995,-3.5561423,-1.6572652,-11.688801,3.5038012e-09,-1.0062101e-09,4.648703e-09
0.094587781,-0.04465837,-3.5295894,-1.7354387,-11.708659,2.0891529e-09,-1.3875766e-09,4.1648542e-09
0.08976049,-0.042344201,-3.4978874,-1.7716984,-11.692502,-6.196153e-10,-1.8320903e-09,3.5070573e-09
0.084933206,-0.040030032,-3.4660196,-1.7601967,-11.647845,-2.048801e-09,-1.4340137e-09,2.9509684e-09
0.080105923,-0.037715862999999995,-3.4374573,-1.6884626,-11.575263,2.9168296e-10,-1.192542e-09,3.6142314e-09
0.07527864,-0.035401694,-3.4136443,-1.5378302,-11.470625,7.132451e-09,-8.7207985e-10,4.841509e-09
-0.026641852999999997,-0.073808268,-8.422815,0.27355412,2.6285233,7.966389e-09,1.6808576e-09,-5.249105e-09
-0.025248084,-0.069978714,-8.198138,0.52458787,2.5042021,3.104283e-08,6.27848e-09,-2.8690582e-08
-0.019719783,-0.075957477,-8.666323,0.18575588,1.8439108,1.1037103e-08,1.8553622e-09,-5.7659997e-09
-0.018685939,-0.07201742400000001,-8.43854,0.43726143,1.7407984,3.1067636e-08,1.0544916e-08,-3.1396098e-08
-0.012629773,-0.077459849,-8.827651,0.09414769,1.0434865,1.1460715e-08,6.7794403e-10,-4.0610884e-09
-0.011964219,-0.073442094,-8.600735,0.34609145,0.96303886,3.5918188e-08,7.426722e-09,-2.5822048e-08
-0.005431606899999999,-0.07830064,-8.904831,-0.016958788,0.23406364,1.061314e-08,-9.985494e-11,-3.808548e-09
-0.0051397556,-0.07423779400000001,-8.6815605,0.25221145,0.17601067,3.835983e-08,5.806663e-09,-2.311965e-08
0.0018133804999999998,-0.07847172,-8.897917,-0.14255914,-0.83348787,9.8045385e-09,-8.847138e-10,-3.4497014e-09
0.0017289304999999998,-0.07439795099999999,-8.681099,0.15666196,-0.8818274,3.8431185e-08,4.913303e-09,-2.100328e-08
0.0090430034,-0.077971332,-8.8078985,-0.26828572,-1.9857397,8.91885e-09,-1.6004731e-09,-2.966087e-09
0.00858289,-0.073922835,-8.6003275,0.059819877,-2.00318,3.8778992e-08,4.632017e-09,-1.9191633e-08
0.016195117,-0.076804459,-8.63666,-0.39272195,-3.117158,8.069611e-09,-1.6617837e-09,-2.3855125e-09
0.015363596,-0.072817326,-8.440927,-0.062119517,-3.1053684,3.9150155e-08,4.9578617e-09,-1.7566126e-08
0.023208472999999997,-0.074981779,-8.386922,-0.514484,-4.216971,7.4317783e-09,-1.3031084e-09,-1.8265015e-09
0.02201291,-0.071090035,-8.205273,-0.18926756,-4.1782727,3.9232123e-08,5.655893e-09,-1.6082673e-08
0.030023828,-0.07252042,-8.062352,-0.63229376,-5.2750106,7.211607e-09,-5.7744365e-10,-1.3924016e-09
0.028474262,-0.06875602900000001,-7.896568,-0.31358185,-5.2120667,3.902651e-08,6.8358554e-09,-1.478647e-08
0.036584925,-0.069444597,-7.667452,-0.7451609,-6.2821283,7.556264e-09,-3.753939e-10,-1.1638688e-09
0.034694385,-0.065839075,-7.51908,-0.43411604,-6.197964,3.863893e-08,8.813449e-09,-1.3721153e-08
0.042832605999999995,-0.065774426,-7.206779,-0.8514611,-7.229729,8.5504634e-09,-1.3229399e-09,-1.0918801e-09
0.04061725,-0.06235861400000001,-7.0767922,-0.54916596,-7.1274533,3.7873633e-08,7.48224e-09,-1.2829139e-08
0.048710942,-0.061537199,-6.685614,-0.94993174,-8.110353,9.930794e-09,-1.5224326e-09,-1.1300303e-09
