"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
-285.866,18.0718,2.7881,2.6852601,-0.01027677,-0.2071428,0.024854396
-337.83099,12.5458,-5.7396798,-1.79084,-0.0026928058,-0.20714281,0.019703602
-309.41599,16.0529,-0.50505197,-1.33196,-0.0042520412,-0.20714281,0.023173805
-265.77301,19.691,4.1868701,-0.46735001,-0.00582451,-0.20714281,0.026601467
-311.57199,14.8577,-1.52074,-5.33569,0.0020284655,-0.2071428,0.021450495
-280.26501,18.200701,2.6087401,-4.82231,0.00037905871,-0.2071428,0.024841595
-233.808,21.123301,5.7634101,-3.7876101,-0.0013108244,-0.2071428,0.028178912
-272.957,17.1369,2.97382,-9.5062103,0.0067853928,-0.2071428,0.023066109
-241.287,19.868999,5.4258399,-8.6319399,0.0050560548,-0.2071428,0.026353365
-192.909,22.0951,7.0724201,-7.1638999,0.0032590001,-0.2071428,0.029575596
-213.345,18.742001,5.9874301,-12.9792,0.011572522,-0.2071428,0.024529686
-184.745,20.979601,7.22154,-11.9536,0.0097749019,-0.2071428,0.027684998
-140.127,22.7827,7.9737601,-10.4757,0.0078823259,-0.2071428,0.030764043
-153.07001,19.424299,7.7533898,-17.567499,0.016381506,-0.2071428,0.025805458
-135.66299,21.3759,8.0869503,-16.169201,0.014529633,-0.2071428,0.028795036
-98.605499,23.045099,8.3031502,-14.3252,0.012555566,-0.2071428,0.031697102
1019.59,16.3636,-8.47505,-10.6859,0.080573268,-0.2071429,0.11404748
968.56403,21.8489,-7.1099801,-15.0297,0.074759476,-0.20714289,0.10546459
912.15302,20.7945,-4.8541598,-14.5302,0.068945676,-0.20714287,0.096881688
859.56299,20.1387,0.973786,-14.5237,0.063131884,-0.20714286,0.08829879
800.65503,20.0364,3.01578,-14.3221,0.057318088,-0.20714286,0.079715893
738.896,19.946899,2.2487199,-14.8162,0.051720072,-0.20714284,0.071460873
1019.92,17.199499,-8.4726801,-9.0722799,0.070297919,-0.20714289,0.12064509
965.40198,23.0336,-7.17063,-13.0935,0.065170527,-0.20714289,0.11164145
909.20398,22.042101,-4.93046,-12.6645,0.060043138,-0.20714287,0.10263781
856.65601,21.432699,0.84528399,-12.6546,0.054915745,-0.20714286,0.093634158
797.72101,21.3388,2.9000101,-12.4654,0.049788356,-0.20714286,0.084630519
736.15198,21.323999,2.2795801,-12.9667,0.044852193,-0.20714284,0.075968951
1015.8,18.118601,-8.4631996,-7.31704,0.059478071,-0.20714286,0.12630019
959.31,24.145399,-7.2018299,-11.0551,0.055066656,-0.20714284,0.11692972
903.70898,23.194201,-4.9907498,-10.7376,0.050655242,-0.20714284,0.10755926
851.35797,22.5653,0.741889,-10.7852,0.046243828,-0.20714284,0.098188788
792.60999,22.511101,2.8175099,-10.5341,0.04183241,-0.20714284,0.088818319
730.55603,22.5669,2.3362501,-11.0267,0.037586831,-0.20714283,0.079802446
689.07202,19.988199,1.60373,-16.020901,0.048197251,-0.20714284,0.065812998
657.63202,20.1357,1.14712,-16.9664,0.046533857,-0.20714283,0.062444378
625.80499,20.1712,0.85316199,-18.162201,0.044870459,-0.20714283,0.059075758
684.90399,21.503201,1.70166,-14.1549,0.041699432,-0.20714284,0.070121214
653.22101,21.788,1.28868,-15.0359,0.040138841,-0.20714283,0.066745207
620.13702,22.062901,1.03431,-16.1318,0.03857825,-0.20714283,0.0633692
677.99902,22.8906,1.82453,-12.1689,0.034812994,-0.20714283,0.073775806
646.00098,23.306801,1.4588701,-12.9558,0.033345066,-0.20714283,0.07038381
612.013,23.7708,1.2424999,-13.9343,0.031877138,-0.20714283,0.066991806
556.73901,21.8606,1.21676,-20.718201,0.040882684,-0.20714283,0.053516354
405.73401,23.3568,3.5465901,-22.705,0.034570538,-0.20714281,0.045766167
204.58501,23.393999,6.6162901,-22.328899,0.028258387,-0.20714281,0.038015977
14.295,20.283701,7.8864899,-20.257999,0.021946236,-0.20714281,0.030265788
551.65198,23.9459,1.4492,-18.492599,0.035187591,-0.20714283,0.057632059
404.36801,25.445101,3.7439301,-20.2637,0.029966859,-0.20714281,0.049533781
214.85001,25.346001,6.7107601,-20.099001,0.024746127,-0.20714281,0.041435499
33.273701,22.257999,8.0093699,-18.3713,0.019525398,-0.20714281,0.033337221
545.45203,25.806499,1.69724,-16.0616,0.029113291,-0.20714281,0.061145369
402.60901,27.2666,3.9383299,-17.6413,0.025053518,-0.20714281,0.052844502
222.985,27.1159,6.7908401,-17.775299,0.020993745,-0.20714281,0.044543635
45.022202,24.141701,8.12502,-16.4603,0.016933974,-0.20714281,0.036242768
990.83398,8.6779099,-8.6962004,19.787901,-0.1243521,-0.20714279,0.062818982
930.30103,12.4348,-7.0804701,24.920401,-0.11515162,-0.20714279,0.05811948
865.75098,12.203,-4.27283,23.8141,-0.10595113,-0.2071428,0.053419977
801.07098,12.0563,1.98606,23.4776,-0.096750647,-0.2071428,0.048720472
731.802,12.1573,4.0995998,23.2673,-0.087550156,-0.20714281,0.044020966
656.89801,12.6437,4.6262999,24.044201,-0.078697331,-0.20714281,0.039499115
991.39099,11.1224,-8.6826897,18.324499,-0.11418407,-0.2071428,0.079916134
930.901,15.7129,-7.1133599,22.85,-0.10574233,-0.2071428,0.073950633
866.65698,15.4332,-4.4107599,21.808901,-0.097300574,-0.2071428,0.067985132
803.06598,15.2747,1.75929,21.414101,-0.088858828,-0.20714281,0.062019628
735.17297,15.3616,3.93297,21.1891,-0.080417082,-0.20714281,0.056054126
661.591,15.9634,4.5121298,21.7824,-0.072294265,-0.20714281,0.050314069
998.90802,13.4352,-8.6688204,16.294201,-0.10165569,-0.2071428,0.095342092
935.20502,18.7104,-7.1514802,20.2701,-0.094147846,-0.2071428,0.08823698
870.03998,18.3272,-4.5089798,19.300301,-0.08664,-0.2071428,0.081131868
806.99103,18.0686,1.59577,18.959299,-0.079132147,-0.20714281,0.074026756
739.86798,18.160801,3.7627699,18.713499,-0.071624301,-0.20714281,0.066921644
667.711,18.8501,4.3591099,19.123899,-0.064400114,-0.20714281,0.060085069
996.41699,15.5996,-8.6567802,14.221,-0.08700902,-0.20714277,0.10879199
935.552,21.3305,-7.1670198,17.348101,-0.080594316,-0.20714277,0.10069651
872.69098,20.8209,-4.5970898,16.4282,-0.07417962,-0.20714279,0.092601031
811.29498,20.488501,1.41409,16.0924,-0.067764923,-0.2071428,0.084505558
745.27502,20.556601,3.57025,15.8656,-0.061350223,-0.2071428,0.076410078
674.63501,21.2976,4.1649899,16.0844,-0.055177949,-0.2071428,0.068620637
999.31799,17.2444,-8.6417103,11.75,-0.070663132,-0.20714279,0.1200985
938.91803,23.447701,-7.1964598,14.0945,-0.065463386,-0.20714279,0.11116905
876.87,22.803801,-4.6998501,13.3185,-0.060263637,-0.2071428,0.10223959
816.15503,22.415899,1.22545,12.9987,-0.055063888,-0.2071428,0.09331014
751.02002,22.476801,3.3624899,12.7772,-0.049864143,-0.20714281,0.084380686
681.81299,23.221399,3.9282899,12.8206,-0.044860855,-0.20714281,0.075788714
1003.35,18.523199,-8.6148701,9.1589098,-0.052851997,-0.20714279,0.12891862
941.87,25.049299,-7.2193198,10.5394,-0.048977189,-0.2071428,0.11934377
880.71503,24.3088,-4.7761302,9.9080601,-0.045102384,-0.2071428,0.10976891
821.03003,23.900101,1.06865,9.6123304,-0.041227575,-0.2071428,0.10019404
756.93903,23.939301,3.1626799,9.4478703,-0.037352767,-0.20714281,0.090619184
689.17297,24.652,3.6664,9.3323097,-0.033624336,-0.20714281,0.081406191
1005.71,19.478201,-8.5769701,6.6416202,-0.033967409,-0.2071428,0.13515314
944.84601,26.4109,-7.2308998,6.8418999,-0.031495675,-0.2071428,0.12512186
885.06,25.306601,-4.8351698,6.3941398,-0.02902394,-0.2071428,0.11509058
826.02502,24.8554,0.92519403,6.1278801,-0.026552204,-0.20714281,0.10505929
762.84497,24.8864,2.98701,6.0021601,-0.024080466,-0.20714281,0.095028006
696.54401,25.5371,3.3915601,5.7551899,-0.021702077,-0.20714281,0.085375778
1011.36,19.9797,-8.5320196,3.6154399,-0.014395652,-0.2071428,0.13862576
950.79303,26.814501,-7.2351699,3.0030999,-0.013376234,-0.2071428,0.12834214
889.62299,25.824699,-4.8844299,2.7363501,-0.012356816,-0.2071428,0.11805853
831.12598,25.333401,0.82759202,2.47051,-0.011337398,-0.20714281,0.10777491
769.20398,25.3703,2.8518901,2.46527,-0.010317979,-0.20714281,0.097491287
704.16302,25.9189,3.1131999,2.1073599,-0.0093370155,-0.20714281,0.087596238
1009.83,20.2349,-8.4895697,0.65729201,0.0054809484,-0.20714279,0.13923541
952.047,26.7617,-7.22084,-0.85685199,0.0050256904,-0.20714279,0.12891363
892.75403,25.8507,-4.9107499,-0.98268402,0.0045704325,-0.2071428,0.11859185
835.39099,25.3211,0.77097702,-1.10587,0.0041151745,-0.2071428,0.10827008
773.98199,25.258499,2.76191,-1.07366,0.0036599166,-0.20714281,0.097948305
710.26398,25.756599,2.8450899,-1.50384,0.0032219207,-0.20714281,0.088016592
1010.34,19.9076,-8.4387102,-2.30814,0.025239026,-0.20714279,0.1370406
953.48999,26.193399,-7.1972299,-4.6517601,0.023319272,-0.2071428,0.12688729
895.23401,25.3634,-4.9207702,-4.5959301,0.021399518,-0.2071428,0.11673396
839.20398,24.7966,0.75912702,-4.7464499,0.019479765,-0.2071428,0.10658064
778.703,24.809099,2.73561,-4.5734401,0.017560009,-0.20714281,0.096427329
715.76099,25.083099,2.60761,-5.0383401,0.015712857,-0.20714281,0.086657681
1010.19,18.964199,-8.4365597,-5.1285601,0.044487331,-0.2071428,0.13205019
954.88,25.229401,-7.19698,-8.2927303,0.04114164,-0.2071428,0.12227351
898.22101,24.3452,-4.9857898,-8.1003304,0.037795946,-0.2071428,0.11249684
843.83502,23.773701,0.73143899,-8.1161499,0.034450255,-0.20714281,0.10272016
784.07202,23.7425,2.76789,-7.9260502,0.031104565,-0.20714281,0.09294349
721.50403,23.868,2.4310901,-8.4025002,0.027885349,-0.20714281,0.083536223
589.133,13.9041,4.4402699,25.051701,-0.0728039,-0.20714281,0.036498934
546.263,14.7399,4.42485,26.0128,-0.069522187,-0.20714281,0.034842774
496.72601,15.6915,4.77037,27.005699,-0.066240482,-0.20714281,0.033186615
594.78699,17.3479,4.3459401,22.503201,-0.06688495,-0.20714281,0.046502411
552.71997,18.319401,4.3099198,23.2726,-0.063870177,-0.20714281,0.044393703
504.30499,19.4547,4.5899901,24.1168,-0.060855407,-0.20714281,0.042284995
602.25201,20.3276,4.20509,19.5331,-0.059588011,-0.20714281,0.055543661
561.336,21.386299,4.1542501,20.0863,-0.056904346,-0.20714281,0.053028874
514.32001,22.6635,4.3783598,20.7283,-0.05422068,-0.20714283,0.050514091
610.50598,22.7833,4.0086999,16.204201,-0.051065739,-0.20714281,0.063445292
570.67603,23.8888,3.9467199,16.533001,-0.048771158,-0.20714281,0.060578011
525.39398,25.258801,4.1219702,16.9335,-0.046476576,-0.20714281,0.05771073
619.32703,24.6724,3.7641499,12.6354,-0.041525025,-0.20714281,0.07007771
580.70801,25.774599,3.6905899,12.7563,-0.039660197,-0.20714281,0.066910192
536.92798,27.1798,3.8172901,12.9103,-0.037795369,-0.20714281,0.063742675
628.35101,26.003799,3.48417,8.8951597,-0.031135757,-0.20714281,0.07528048
590.84998,27.0623,3.3912399,8.8133297,-0.029740648,-0.20714281,0.071880177
548.659,28.4342,3.4621799,8.7001305,-0.028345542,-0.20714283,0.068479881
637.63,26.772301,3.1810901,5.09305,-0.020111062,-0.20714281,0.078955919
601.37598,27.7346,3.0585201,4.8266802,-0.019214075,-0.20714281,0.075389378
560.78198,29.0154,3.0855899,4.4753199,-0.018317087,-0.20714283,0.071822837
647.26398,26.9692,2.8613901,1.27564,-0.0086753722,-0.20714281,0.081013739
612.21802,27.8326,2.7023699,0.84911501,-0.0082945963,-0.20714281,0.077355228
573.23297,28.9904,2.6893599,0.28718701,-0.0079138204,-0.20714283,0.07369671
654.90601,26.578501,2.5418999,-2.4809699,0.002939516,-0.20714281,0.08140938
620.896,27.309601,2.3413799,-3.0349801,0.0027954408,-0.20714281,0.077736601
583.40198,28.351,2.2858,-3.7581601,0.0026513659,-0.20714283,0.074063823
661.90802,25.705999,2.2443199,-6.1126699,0.014492843,-0.20714281,0.080156863
628.90503,26.3384,1.99124,-6.74821,0.013827363,-0.20714281,0.076541208
592.95099,27.193001,1.89007,-7.5990901,0.013161883,-0.20714283,0.072925553
668.79498,24.3092,1.98139,-9.5146399,0.025752131,-0.20714281,0.077274926
636.69,24.848801,1.66396,-10.2161,0.02457843,-0.20714281,0.073790178
602.039,25.513599,1.50366,-11.1307,0.02340473,-0.20714281,0.070305437
397.30701,16.568199,6.0791302,27.673201,-0.06046813,-0.20714281,0.030224096
223.588,16.246599,9.2787905,26.905199,-0.052205149,-0.20714281,0.025955223
29.4135,15.185,11.0632,25.0459,-0.043942168,-0.20714281,0.021686349
-148.666,12.7136,9.5936604,20.236,-0.035679184,-0.20714281,0.017417474
402.69699,20.5881,5.9172201,24.76,-0.055389803,-0.20714281,0.038321581
221.601,20.252399,9.24055,24.009001,-0.047473364,-0.20714281,0.032503456
16.9886,18.562799,10.9908,22.2061,-0.039556921,-0.20714281,0.026685333
-168.632,15.4018,9.1075697,17.5207,-0.031640481,-0.2071428,0.02086721
411.742,24.0611,5.6883302,21.294901,-0.04922691,-0.20714283,0.045649439
224.245,23.8016,9.0759296,20.5576,-0.041923039,-0.20714281,0.038434915
9.4472704,21.6556,10.8767,18.9524,-0.034619171,-0.20714281,0.031220391
-184.311,17.846701,8.6304998,14.4763,-0.0273153,-0.2071428,0.024005869
423.647,26.917999,5.3862901,17.3717,-0.04210427,-0.20714281,0.052072424
231.69099,26.811899,8.7885504,16.631201,-0.035654236,-0.20714281,0.043663099
9.4207096,24.397699,10.7057,15.2852,-0.029204201,-0.20714281,0.035253771
-192.798,20.0016,8.2965097,11.2941,-0.022754166,-0.20714281,0.026844444
437.129,29.1085,5.0208001,13.1172,-0.034167919,-0.20714281,0.057476912
243.92101,29.2103,8.3813496,12.3404,-0.028777851,-0.20714281,0.04811291
18.6747,26.6926,10.4701,11.2333,-0.023387782,-0.20714281,0.038748909
-192.293,21.873501,8.1849403,8.0390997,-0.017997714,-0.20714281,0.029384907
451.89001,30.567301,4.6003499,8.64571,-0.025566412,-0.20714283,0.061756276
260.64099,30.927299,7.86063,7.8059402,-0.021403259,-0.20714281,0.051709373
36.250099,28.476299,10.1597,6.8962598,-0.017240105,-0.20714281,0.04166247
-180.787,23.4519,8.2425699,4.5846,-0.013076952,-0.20714281,0.031615563
468.99399,31.454901,4.1501398,4.0743699,-0.016461782,-0.20714283,0.064822473
281.32999,31.9128,7.2947998,3.14498,-0.013648159,-0.20714281,0.054388285
60.7822,29.6991,9.7554102,2.3952401,-0.010834537,-0.20714281,0.043954093
-158.69501,24.669901,8.4020596,0.96631402,-0.0080209132,-0.20714281,0.033519901
486.888,31.410299,3.6405699,-0.485008,-0.0070288149,-0.20714283,0.066613019
304.66901,32.211899,6.6558599,-1.52033,-0.0056395805,-0.20714281,0.056104168
91.405899,30.334999,9.2642698,-2.13943,-0.0042503462,-0.20714281,0.045595311
-127.245,25.5154,8.5713701,-2.75,-0.0028611114,-0.20714281,0.035086457
502.505,30.794201,3.12485,-4.9166002,0.0025497093,-0.20714283,0.067095019
330.40201,31.8053,5.94769,-6.0632401,0.0024904707,-0.20714281,0.056830194
127.287,30.3536,8.6774902,-6.5880399,0.0024312322,-0.20714281,0.046565365
-87.345802,25.927099,8.66078,-6.4999599,0.0023719938,-0.20714281,0.03630054
518.255,29.5867,2.6170499,-9.1123199,0.012089321,-0.20714283,0.066263251
358.23599,30.757,5.2014499,-10.3721,0.010609678,-0.20714281,0.056554303
167.52699,29.784599,7.9935298,-10.8114,0.0091300355,-0.20714281,0.046845354
-39.719101,25.954599,8.5808001,-10.1483,0.0076503921,-0.20714281,0.037136406
533.10999,27.761299,2.0943601,-12.9555,0.021407608,-0.20714281,0.064133115
385.853,29.098499,4.43014,-14.3493,0.018587062,-0.20714281,0.055273209
208.806,28.641701,7.1959901,-14.7237,0.015766514,-0.20714281,0.04641331
15.6783,25.480301,8.3454199,-13.866,0.012945969,-0.20714281,0.037553407
