NU,X,Y,Ux,Uy
0.004,0.06999999999999999,0.035,-0.108675,-0.0585996
0.004,0.075,0.035,-0.0910386,-0.0694804
0.004,0.08,0.035,-0.0702403,-0.0740128
0.004,0.085,0.035,-0.0480938,-0.0707532
0.004,0.09000000000000001,0.035,-0.0269952,-0.0590119
0.004,0.09500000000000001,0.035,-0.0102009,-0.0392798
0.004,0.10000000000000002,0.035,-0.00168057,-0.0137284
0.004,0.005,0.04,-0.00205387,0.0197272
0.004,0.01,0.04,-0.0113857,0.0514306
0.004,0.015,0.04,-0.0288102,0.073612
0.004,0.02,0.04,-0.0501443,0.0861122
0.004,0.025,0.04,-0.0725281,0.089771
0.004,0.030000000000000002,0.04,-0.0941581,0.0858052
0.004,0.035,0.04,-0.11367,0.0755052
0.004,0.04,0.04,-0.130034,0.0600884
0.004,0.045,0.04,-0.142473,0.040664
0.004,0.049999999999999996,0.04,-0.150365,0.0182882
0.004,0.05499999999999999,0.04,-0.153189,-0.0059234
0.004,0.05999999999999999,0.04,-0.150522,-0.0306617
0.004,0.06499999999999999,0.04,-0.142093,-0.054304
0.004,0.06999999999999999,0.04,-0.127901,-0.0748492
0.004,0.075,0.04,-0.1084,-0.0899594
0.004,0.08,0.04,-0.0847124,-0.097165
0.004,0.085,0.04,-0.0587829,-0.0942671
0.004,0.09000000000000001,0.04,-0.0334356,-0.0799034
0.004,0.09500000000000001,0.04,-0.0128086,-0.0541932
0.004,0.10000000000000002,0.04,-0.00215112,-0.0194889
0.004,0.005,0.045,-0.00244537,0.0261134
0.004,0.01,0.045,-0.0133617,0.0668064
0.004,0.015,0.045,-0.0334559,0.0943998
0.004,0.02,0.045,-0.057679,0.109306
0.004,0.025,0.045,-0.0827011,0.113056
0.004,0.030000000000000002,0.045,-0.10657,0.10749
0.004,0.035,0.045,-0.127924,0.0943829
0.004,0.04,0.045,-0.145812,0.0752832
0.004,0.045,0.045,-0.159558,0.0515005
0.004,0.049999999999999996,0.045,-0.168611,0.0241985
0.004,0.05499999999999999,0.045,-0.172455,-0.0054413
0.004,0.05999999999999999,0.045,-0.17058,-0.0360246
0.004,0.06499999999999999,0.045,-0.162527,-0.0657522
0.004,0.06999999999999999,0.045,-0.14802,-0.0922783
0.004,0.075,0.045,-0.127205,-0.112685
0.004,0.08,0.045,-0.100972,-0.123658
0.004,0.085,0.045,-0.071246,-0.121952
0.004,0.09000000000000001,0.045,-0.0412275,-0.105144
0.004,0.09500000000000001,0.045,-0.0160937,-0.072616
0.004,0.10000000000000002,0.045,-0.00277879,-0.0267462
0.004,0.005,0.049999999999999996,-0.00291267,0.0336071
0.004,0.01,0.049999999999999996,-0.0156049,0.0845695
0.004,0.015,0.049999999999999996,-0.0385134,0.118013
0.004,0.02,0.049999999999999996,-0.0655435,0.135197
0.004,0.025,0.049999999999999996,-0.0928623,0.138635
0.004,0.030000000000000002,0.049999999999999996,-0.118436,0.131014
0.004,0.035,0.049999999999999996,-0.141005,0.114726
0.004,0.04,0.049999999999999996,-0.159813,0.0917063
0.004,0.045,0.049999999999999996,-0.174387,0.0634549
0.004,0.049999999999999996,0.049999999999999996,-0.18434,0.0311869
0.004,0.05499999999999999,0.049999999999999996,-0.18923,-0.00394247
0.004,0.05999999999999999,0.049999999999999996,-0.188499,-0.0405691
0.004,0.06499999999999999,0.049999999999999996,-0.181491,-0.0768379
0.004,0.06999999999999999,0.049999999999999996,-0.167579,-0.110151
0.004,0.075,0.049999999999999996,-0.146446,-0.13702
0.004,0.08,0.049999999999999996,-0.118509,-0.153152
0.004,0.085,0.049999999999999996,-0.0854122,-0.153911
0.004,0.09000000000000001,0.049999999999999996,-0.0505481,-0.135271
0.004,0.09500000000000001,0.049999999999999996,-0.0202398,-0.0952636
0.004,0.10000000000000002,0.049999999999999996,-0.00362738,-0.0359189
0.004,0.005,0.05499999999999999,-0.00349648,0.0423851
0.004,0.01,0.05499999999999999,-0.0182144,0.104926
0.004,0.015,0.05499999999999999,-0.0440348,0.144434
0.004,0.02,0.05499999999999999,-0.073568,0.16345
0.004,0.025,0.05499999999999999,-0.102469,0.165895
0.004,0.030000000000000002,0.05499999999999999,-0.128748,0.155594
0.004,0.035,0.05499999999999999,-0.151416,0.135712
0.004,0.04,0.05499999999999999,-0.170063,0.108621
0.004,0.045,0.05499999999999999,-0.184563,0.0759924
0.004,0.049999999999999996,0.05499999999999999,-0.194814,0.0390177
0.004,0.05499999999999999,0.05499999999999999,-0.200552,-0.00129184
0.004,0.05999999999999999,0.05499999999999999,-0.201248,-0.0437575
0.004,0.06499999999999999,0.05499999999999999,-0.196081,-0.0866505
0.004,0.06999999999999999,0.05499999999999999,-0.184028,-0.1273
0.004,0.075,0.05499999999999999,-0.164146,-0.161766
0.004,0.08,0.05499999999999999,-0.136081,-0.184716
0.004,0.085,0.05499999999999999,-0.100779,-0.189779
0.004,0.09000000000000001,0.05499999999999999,-0.0614286,-0.170605
0.004,0.09500000000000001,0.05499999999999999,-0.0254478,-0.122901
0.004,0.10000000000000002,0.05499999999999999,-0.00478757,-0.0475467
0.004,0.005,0.05999999999999999,-0.00428012,0.052712
0.004,0.01,0.05999999999999999,-0.021381,0.128106
0.004,0.015,0.05999999999999999,-0.0501188,0.173472
0.004,0.02,0.05999999999999999,-0.0814824,0.193361
0.004,0.025,0.05999999999999999,-0.110681,0.193722
0.004,0.030000000000000002,0.05999999999999999,-0.136011,0.179886
0.004,0.035,0.05999999999999999,-0.156997,0.155955
0.004,0.04,0.05999999999999999,-0.173787,0.124773
0.004,0.045,0.05999999999999999,-0.186772,0.0881359
0.004,0.049999999999999996,0.05999999999999999,-0.196273,0.0471186
0.004,0.05499999999999999,0.05999999999999999,-0.202333,0.00245179
0.004,0.05999999999999999,0.05999999999999999,-0.204565,-0.0450576
0.004,0.06499999999999999,0.05999999999999999,-0.202075,-0.0940484
0.004,0.06999999999999999,0.05999999999999999,-0.193468,-0.142062
0.004,0.075,0.05999999999999999,-0.177058,-0.184972
0.004,0.08,0.05999999999999999,-0.151401,-0.216531
0.004,0.085,0.05999999999999999,-0.116171,-0.228375
0.004,0.09000000000000001,0.05999999999999999,-0.0736453,-0.21098
0.004,0.09500000000000001,0.05999999999999999,-0.0319452,-0.156242
0.004,0.10000000000000002,0.05999999999999999,-0.00640023,-0.062326
0.004,0.005,0.06499999999999999,-0.00543534,0.065037
0.004,0.01,0.06499999999999999,-0.0254705,0.154382
0.004,0.015,0.06499999999999999,-0.0569375,0.204638
0.004,0.02,0.06499999999999999,-0.0888386,0.223642
0.004,0.025,0.06499999999999999,-0.116197,0.22027
0.004,0.030000000000000002,0.06499999999999999,-0.138028,0.201786
0.004,0.035,0.06499999999999999,-0.154731,0.173358
0.004,0.04,0.06499999999999999,-0.167262,0.138276
0.004,0.045,0.06499999999999999,-0.176696,0.0983723
0.004,0.049999999999999996,0.06499999999999999,-0.183905,0.0544882
0.004,0.05499999999999999,0.06499999999999999,-0.189357,0.00693133
0.004,0.05999999999999999,0.06499999999999999,-0.19295,-0.044054
0.004,0.06499999999999999,0.06499999999999999,-0.193867,-0.0977486
0.004,0.06999999999999999,0.06499999999999999,-0.190471,-0.152287
0.004,0.075,0.06499999999999999,-0.180357,-0.203816
0.004,0.08,0.06499999999999999,-0.160736,-0.245577
0.004,0.085,0.06499999999999999,-0.129358,-0.267245
0.004,0.09000000000000001,0.06499999999999999,-0.0865056,-0.255294
0.004,0.09500000000000001,0.06499999999999999,-0.0399768,-0.195752
0.004,0.10000000000000002,0.06499999999999999,-0.00869325,-0.081178
0.004,0.005,0.06999999999999999,-0.00730122,0.0801787
0.004,0.01,0.06999999999999999,-0.0311245,0.184063
0.004,0.015,0.06999999999999999,-0.0646629,0.236891
0.004,0.02,0.06999999999999999,-0.0947177,0.252082
0.004,0.025,0.06999999999999999,-0.116826,0.242664
0.004,0.030000000000000002,0.06999999999999999,-0.131462,0.218233
0.004,0.035,0.06999999999999999,-0.140374,0.185013
0.004,0.04,0.06999999999999999,-0.145572,0.146586
0.004,0.045,0.06999999999999999,-0.148917,0.104651
0.004,0.049999999999999996,0.06999999999999999,-0.151884,0.0596749
0.004,0.05499999999999999,0.06999999999999999,-0.155423,0.011418
0.004,0.05999999999999999,0.06999999999999999,-0.159832,-0.0405889
0.004,0.06499999999999999,0.06999999999999999,-0.16458,-0.0965149
0.004,0.06999999999999999,0.06999999999999999,-0.168058,-0.155507
0.004,0.075,0.06999999999999999,-0.167379,-0.21463
0.004,0.08,0.06999999999999999,-0.158426,-0.267401
0.004,0.085,0.06999999999999999,-0.136475,-0.302115
0.004,0.09000000000000001,0.06999999999999999,-0.0984136,-0.300842
0.004,0.09500000000000001,0.06999999999999999,-0.0497132,-0.241258
0.004,0.10000000000000002,0.06999999999999999,-0.012025,-0.105339
0.004,0.005,0.075,-0.0104875,0.0996239
0.004,0.01,0.075,-0.0392822,0.217324
0.004,0.015,0.075,-0.0730308,0.268101
0.004,0.02,0.075,-0.0968811,0.274995
0.004,0.025,0.075,-0.108487,0.256644
0.004,0.030000000000000002,0.075,-0.110912,0.225085
0.004,0.035,0.075,-0.107746,0.187263
0.004,0.04,0.075,-0.102165,0.146668
0.004,0.045,0.075,-0.0967476,0.104577
0.004,0.049999999999999996,0.075,-0.0934435,0.0609196
0.004,0.05499999999999999,0.075,-0.0936028,0.0148393
0.004,0.05999999999999999,0.075,-0.0979567,-0.0348925
0.004,0.06499999999999999,0.075,-0.106454,-0.0894539
0.004,0.06999999999999999,0.075,-0.117914,-0.14934
0.004,0.075,0.075,-0.129524,-0.213252
0.004,0.08,0.075,-0.136334,-0.276166
0.004,0.085,0.075,-0.131099,-0.326416
0.004,0.09000000000000001,0.075,-0.105971,-0.342357
0.004,0.09500000000000001,0.075,-0.0608558,-0.29115
0.004,0.10000000000000002,0.075,-0.0168621,-0.136404
0.004,0.005,0.08,-0.015858,0.126016
0.004,0.01,0.08,-0.0506724,0.253558
0.004,0.015,0.08,-0.0797847,0.293905
0.004,0.02,0.08,-0.0896154,0.28638
0.004,0.025,0.08,-0.0830998,0.256248
0.004,0.030000000000000002,0.08,-0.0672112,0.217252
0.004,0.035,0.08,-0.0475567,0.176116
0.004,0.04,0.08,-0.0281943,0.135522
0.004,0.045,0.08,-0.0120003,0.0959244
0.004,0.049999999999999996,0.08,-0.0010008,0.0565656
0.004,0.05499999999999999,0.08,0.00334643,0.0160039
0.004,0.05999999999999999,0.08,1.20408e-05,-0.0276186
0.004,0.06499999999999999,0.08,-0.0115365,-0.0763663
0.004,0.06999999999999999,0.08,-0.0309844,-0.132146
0.004,0.075,0.08,-0.0564459,-0.195828
0.004,0.08,0.08,-0.0833142,-0.265231
0.004,0.085,0.08,-0.102864,-0.331118
0.004,0.09000000000000001,0.08,-0.102141,-0.370836
0.004,0.09500000000000001,0.08,-0.0713363,-0.341002
0.004,0.10000000000000002,0.08,-0.0233816,-0.176371
0.004,0.005,0.085,-0.0237485,0.16421
0.004,0.01,0.085,-0.0633434,0.289345
0.004,0.015,0.085,-0.0761183,0.30503
0.004,0.02,0.085,-0.058854,0.276402
0.004,0.025,0.085,-0.0246736,0.233577
0.004,0.030000000000000002,0.085,0.0152004,0.189261
0.004,0.035,0.085,0.0540979,0.148154
0.004,0.04,0.085,0.0881478,0.111161
0.004,0.045,0.085,0.115092,0.077521
0.004,0.049999999999999996,0.085,0.133528,0.045767
0.004,0.05499999999999999,0.085,0.14239,0.0140727
0.004,0.05999999999999999,0.085,0.140665,-0.0196933
0.004,0.06499999999999999,0.085,0.127324,-0.0580283
0.004,0.06999999999999999,0.085,0.101528,-0.103826
0.004,0.075,0.085,0.0633182,-0.160073
0.004,0.08,0.085,0.0151399,-0.228421
0.004,0.085,0.085,-0.0355036,-0.305088
0.004,0.09000000000000001,0.085,-0.0728699,-0.372087
0.004,0.09500000000000001,0.085,-0.0740139,-0.381086
0.004,0.10000000000000002,0.085,-0.0297909,-0.227869
0.004,0.005,0.09000000000000001,-0.0295695,0.220177
0.004,0.01,0.09000000000000001,-0.0639162,0.311893
0.004,0.015,0.09000000000000001,-0.0351615,0.282656
0.004,0.02,0.09000000000000001,0.0273429,0.230457
0.004,0.025,0.09000000000000001,0.0966196,0.180159
0.004,0.030000000000000002,0.09000000000000001,0.161188,0.137429
0.004,0.035,0.09000000000000001,0.216661,0.102669
0.004,0.04,0.09000000000000001,0.261426,0.0743734
0.004,0.045,0.09000000000000001,0.295125,0.0505937
0.004,0.049999999999999996,0.09000000000000001,0.317765,0.0294559
0.004,0.05499999999999999,0.09000000000000001,0.329189,0.00917998
0.004,0.05999999999999999,0.09000000000000001,0.328784,-0.0120853
0.004,0.06499999999999999,0.09000000000000001,0.315328,-0.0365277
0.004,0.06999999999999999,0.09000000000000001,0.286938,-0.0670391
0.004,0.075,0.09000000000000001,0.241351,-0.107611
0.004,0.08,0.09000000000000001,0.177045,-0.163241
0.004,0.085,0.09000000000000001,0.0958256,-0.237724
0.004,0.09000000000000001,0.09000000000000001,0.00878032,-0.325812
0.004,0.09500000000000001,0.09000000000000001,-0.0492041,-0.389542
0.004,0.10000000000000002,0.09000000000000001,-0.0264737,-0.288574
0.004,0.005,0.09500000000000001,0.00262602,0.268817
0.004,0.01,0.09500000000000001,0.00718033,0.281498
0.004,0.015,0.09500000000000001,0.114763,0.203727
0.004,0.02,0.09500000000000001,0.232565,0.142237
0.004,0.025,0.09500000000000001,0.328935,0.0994518
0.004,0.030000000000000002,0.09500000000000001,0.404313,0.0695362
0.004,0.035,0.09500000000000001,0.462255,0.0484738
0.004,0.04,0.09500000000000001,0.505486,0.0332383
0.004,0.045,0.09500000000000001,0.536238,0.0216039
0.004,0.049999999999999996,0.09500000000000001,0.556112,0.0119937
0.004,0.05499999999999999,0.09500000000000001,0.565918,0.00321616
0.004,0.05999999999999999,0.09500000000000001,0.565618,-0.00579632
0.004,0.06499999999999999,0.09500000000000001,0.554219,-0.0162623
0.004,0.06999999999999999,0.09500000000000001,0.529517,-0.0299484
0.004,0.075,0.09500000000000001,0.487751,-0.0498517
0.004,0.08,0.09500000000000001,0.423355,-0.081299
0.004,0.085,0.09500000000000001,0.328463,-0.133059
0.004,0.09000000000000001,0.09500000000000001,0.196239,-0.215618
0.004,0.09500000000000001,0.09500000000000001,0.059038,-0.320326
0.004,0.10000000000000002,0.09500000000000001,0.0285651,-0.312274
0.004,0.005,0.10000000000000002,0.294505,0.14315
0.004,0.01,0.10000000000000002,0.384202,0.125957
0.004,0.015,0.10000000000000002,0.537795,0.0773088
0.004,0.02,0.10000000000000002,0.653731,0.0461625
0.004,0.025,0.10000000000000002,0.724779,0.0280784
0.004,0.030000000000000002,0.10000000000000002,0.770244,0.0173124
0.004,0.035,0.10000000000000002,0.800891,0.0107806
0.004,0.04,0.10000000000000002,0.821616,0.00668355
0.004,0.045,0.10000000000000002,0.83519,0.0039351
0.004,0.049999999999999996,0.10000000000000002,0.843257,0.00189225
0.004,0.05499999999999999,0.10000000000000002,0.84664,0.000154828
0.004,0.05999999999999999,0.10000000000000002,0.845527,-0.00157539
0.004,0.06499999999999999,0.10000000000000002,0.839492,-0.00360835
0.004,0.06999999999999999,0.10000000000000002,0.827315,-0.00641495
0.004,0.075,0.10000000000000002,0.80646,-0.0109185
0.004,0.08,0.10000000000000002,0.771906,-0.0191344
0.004,0.085,0.10000000000000002,0.712174,-0.0354736
0.004,0.09000000000000001,0.10000000000000002,0.601075,-0.068551
0.004,0.09500000000000001,0.10000000000000002,0.431597,-0.125968
0.004,0.10000000000000002,0.10000000000000002,0.317447,-0.150928
0.08,0.005,0.005,0.000257761,-0.000254067
0.08,0.01,0.005,0.000161339,0.000105178
0.08,0.015,0.005,-0.00114236,0.000564988
0.08,0.02,0.005,-0.00345256,0.000894708
0.08,0.025,0.005,-0.00637503,0.0010617
0.08,0.030000000000000002,0.005,-0.00950098,0.00107774
0.08,0.035,0.005,-0.0124613,0.000967576
0.08,0.04,0.005,-0.0149514,0.000760146
0.08,0.045,0.005,-0.0167415,0.000484341
0.08,0.049999999999999996,0.005,-0.0176781,0.000167788
0.08,0.05499999999999999,0.005,-0.0176836,-0.000162845
0.08,0.05999999999999999,0.005,-0.016756,-0.00048103
0.08,0.06499999999999999,0.005,-0.0149697,-0.000759499
0.08,0.06999999999999999,0.005,-0.0124767,-0.000969619
0.08,0.075,0.005,-0.00950819,-0.00108143
0.08,0.08,0.005,-0.00637229,-0.00106525
0.08,0.085,0.005,-0.00344254,-0.00089637
0.08,0.09000000000000001,0.005,-0.00113104,-0.000563987
0.08,0.09500000000000001,0.005,0.000168345,-0.000102571
0.08,0.10000000000000002,0.005,0.000259661,0.0002555
0.08,0.005,0.01,-6.59389e-05,-0.000191162
0.08,0.01,0.01,-0.00156716,0.00161365
0.08,0.015,0.01,-0.00562347,0.00361247
0.08,0.02,0.01,-0.0116644,0.00506694
0.08,0.025,0.01,-0.0188888,0.00580003
0.08,0.030000000000000002,0.01,-0.0264615,0.00581704
0.08,0.035,0.01,-0.0335797,0.00520402
0.08,0.04,0.01,-0.0395517,0.00408607
0.08,0.045,0.01,-0.0438409,0.00260322
0.08,0.049999999999999996,0.01,-0.0460834,0.000899539
0.08,0.05499999999999999,0.01,-0.0460937,-0.000880241
0.08,0.05999999999999999,0.01,-0.0438682,-0.00259058
0.08,0.06499999999999999,0.01,-0.0395861,-0.00408428
0.08,0.06999999999999999,0.01,-0.0336091,-0.00521318
0.08,0.075,0.01,-0.0264758,-0.00583286
0.08,0.08,0.01,-0.0188843,-0.00581529
0.08,0.085,0.01,-0.0116454,-0.00507451
0.08,0.09000000000000001,0.01,-0.00560105,-0.00360908
0.08,0.09500000000000001,0.01,-0.00155229,-0.00160302
0.08,0.10000000000000002,0.01,-6.15205e-05,0.000198307
0.08,0.005,0.015,-0.000511206,0.0010348
0.08,0.01,0.015,-0.00364992,0.00566428
0.08,0.015,0.015,-0.0105009,0.010213
0.08,0.02,0.015,-0.0199332,0.0134766
0.08,0.025,0.015,-0.0307805,0.0150671
0.08,0.030000000000000002,0.015,-0.0419243,0.0149578
0.08,0.035,0.015,-0.0522841,0.0133206
0.08,0.04,0.015,-0.0609207,0.0104373
0.08,0.045,0.015,-0.0671012,0.00664232
0.08,0.049999999999999996,0.015,-0.0703262,0.00229177
0.08,0.05499999999999999,0.015,-0.070341,-0.00225007
0.08,0.05999999999999999,0.015,-0.0671407,-0.00661512
0.08,0.06499999999999999,0.015,-0.060972,-0.0104338
0.08,0.06999999999999999,0.015,-0.0523304,-0.0133412
0.08,0.075,0.015,-0.0419514,-0.0149934
0.08,0.08,0.015,-0.0307819,-0.0151022
0.08,0.085,0.015,-0.019913,-0.0134953
0.08,0.09000000000000001,0.015,-0.0104728,-0.0102074
0.08,0.09500000000000001,0.015,-0.00362957,-0.00564127
0.08,0.10000000000000002,0.015,-0.000504723,-0.00101705
0.08,0.005,0.02,-0.000905462,0.00337751
0.08,0.01,0.02,-0.00562044,0.0121061
0.08,0.015,0.02,-0.0152192,0.0199195
0.08,0.02,0.02,-0.0278979,0.0253323
0.08,0.025,0.02,-0.04208,0.0278126
0.08,0.030000000000000002,0.02,-0.0563896,0.0273407
0.08,0.035,0.02,-0.0695345,0.0242124
0.08,0.04,0.02,-0.0804058,0.0189103
0.08,0.045,0.02,-0.0881466,0.0120128
0.08,0.049999999999999996,0.02,-0.0921763,0.00414103
0.08,0.05499999999999999,0.02,-0.0921994,-0.00406612
0.08,0.05999999999999999,0.02,-0.0882095,-0.0119627
0.08,0.06499999999999999,0.02,-0.080491,-0.0189012
0.08,0.06999999999999999,0.02,-0.0696187,-0.0242458
0.08,0.075,0.02,-0.0564512,-0.027402
0.08,0.08,0.02,-0.0421065,-0.0278759
0.08,0.085,0.02,-0.0278906,-0.02537
0.08,0.09000000000000001,0.02,-0.0151933,-0.019916
0.08,0.09500000000000001,0.02,-0.00559719,-0.0120696
0.08,0.10000000000000002,0.02,-0.000897145,-0.00334573
0.08,0.005,0.025,-0.00125356,0.00672444
0.08,0.01,0.025,-0.0074738,0.0208114
0.08,0.015,0.025,-0.0197769,0.0325564
0.08,0.02,0.025,-0.0356399,0.0403532
0.08,0.025,0.025,-0.0530298,0.0436441
0.08,0.030000000000000002,0.025,-0.0703048,0.0425023
0.08,0.035,0.025,-0.0859877,0.0374123
0.08,0.04,0.025,-0.0988467,0.0291076
0.08,0.045,0.025,-0.107951,0.0184501
0.08,0.049999999999999996,0.025,-0.11268,0.00635797
0.08,0.05499999999999999,0.025,-0.112718,-0.0062284
0.08,0.05999999999999999,0.025,-0.108058,-0.0183594
0.08,0.06499999999999999,0.025,-0.0989972,-0.0290822
0.08,0.06999999999999999,0.025,-0.0861476,-0.0374567
0.08,0.075,0.025,-0.0704399,-0.0425964
0.08,0.08,0.025,-0.053116,-0.0437491
0.08,0.085,0.025,-0.0356714,-0.0404254
0.08,0.09000000000000001,0.025,-0.0197684,-0.032567
0.08,0.09500000000000001,0.025,-0.00745322,-0.0207663
0.08,0.10000000000000002,0.025,-0.00124419,-0.00667711
0.08,0.005,0.030000000000000002,-0.00158574,0.0110176
0.08,0.01,0.030000000000000002,-0.00929858,0.0317513
0.08,0.015,0.030000000000000002,-0.024319,0.0481261
0.08,0.02,0.030000000000000002,-0.0433655,0.0585256
0.08,0.025,0.030000000000000002,-0.0639068,0.0624977
0.08,0.030000000000000002,0.030000000000000002,-0.0840229,0.0603246
0.08,0.035,0.030000000000000002,-0.10207,0.0527711
0.08,0.04,0.030000000000000002,-0.116732,0.0408857
0.08,0.045,0.030000000000000002,-0.127048,0.0258538
0.08,0.049999999999999996,0.030000000000000002,-0.132395,0.0089118
0.08,0.05499999999999999,0.030000000000000002,-0.132459,-0.00868915
0.08,0.05999999999999999,0.030000000000000002,-0.127228,-0.0256902
0.08,0.06499999999999999,0.030000000000000002,-0.116991,-0.0408228
0.08,0.06999999999999999,0.030000000000000002,-0.102359,-0.0528199
0.08,0.075,0.030000000000000002,-0.0842878,-0.0604603
0.08,0.08,0.030000000000000002,-0.0641045,-0.0626658
0.08,0.085,0.030000000000000002,-0.0434762,-0.0586598
0.08,0.09000000000000001,0.030000000000000002,-0.0243528,-0.0481755
0.08,0.09500000000000001,0.030000000000000002,-0.00929079,-0.0317121
0.08,0.10000000000000002,0.030000000000000002,-0.0015771,-0.0109569
0.08,0.005,0.035,-0.00193239,0.0162628
0.08,0.01,0.035,-0.0111971,0.0449668
0.08,0.015,0.035,-0.0290182,0.0666751
0.08,0.02,0.035,-0.0512864,0.0798559
0.08,0.025,0.035,-0.0749278,0.084312
0.08,0.030000000000000002,0.035,-0.097741,0.0806822
0.08,0.035,0.035,-0.117946,0.0701279
0.08,0.04,0.035,-0.134192,0.05409
0.08,0.045,0.035,-0.145542,0.0341163
0.08,0.049999999999999996,0.035,-0.151412,0.0117706
0.08,0.05499999999999999,0.035,-0.151513,-0.011395
0.08,0.05999999999999999,0.035,-0.145828,-0.0338283
0.08,0.06499999999999999,0.035,-0.134613,-0.0539539
0.08,0.06999999999999999,0.035,-0.11843,-0.0701668
0.08,0.075,0.035,-0.0982078,-0.0808687
0.08,0.08,0.035,-0.0753054,-0.0845731
0.08,0.085,0.035,-0.0515319,-0.0800944
0.08,0.09000000000000001,0.035,-0.0291304,-0.0668061
0.08,0.09500000000000001,0.035,-0.0112177,-0.044963
0.08,0.10000000000000002,0.035,-0.00192753,-0.0161974
0.08,0.005,0.04,-0.00232219,0.0225258
0.08,0.01,0.04,-0.0132691,0.0605752
0.08,0.015,0.04,-0.0340353,0.0882879
0.08,0.02,0.04,-0.0595636,0.104334
0.08,0.025,0.04,-0.086187,0.108963
0.08,0.030000000000000002,0.04,-0.11144,0.10336
0.08,0.035,0.04,-0.133465,0.089227
0.08,0.04,0.04,-0.150953,0.0684843
0.08,0.045,0.04,-0.163065,0.043076
0.08,0.049999999999999996,0.04,-0.169313,0.0148842
0.08,0.05499999999999999,0.04,-0.169463,-0.0142721
0.08,0.05999999999999999,0.04,-0.163492,-0.0425902
0.08,0.06499999999999999,0.04,-0.151591,-0.0682217
0.08,0.06999999999999999,0.04,-0.134216,-0.0892306
0.08,0.075,0.04,-0.11219,-0.103604
0.08,0.08,0.04,-0.0868256,-0.109355
0.08,0.085,0.04,-0.0600132,-0.104736
0.08,0.09000000000000001,0.04,-0.0342731,-0.0885656
0.08,0.09500000000000001,0.04,-0.0133397,-0.060657
0.08,0.10000000000000002,0.04,-0.0023257,-0.0224741
0.08,0.005,0.045,-0.00278518,0.0299288
0.08,0.01,0.045,-0.0156134,0.0787651
0.08,0.015,0.045,-0.0395067,0.113065
0.08,0.02,0.045,-0.0682747,0.131885
0.08,0.025,0.045,-0.0976031,0.136195
0.08,0.030000000000000002,0.045,-0.124817,0.127973
0.08,0.035,0.045,-0.148085,0.109639
0.08,0.04,0.045,-0.166258,0.0836868
0.08,0.045,0.045,-0.178701,0.0524743
0.08,0.049999999999999996,0.045,-0.185095,0.0181678
0.08,0.05499999999999999,0.045,-0.185302,-0.0172143
0.08,0.05999999999999999,0.045,-0.179294,-0.0516964
0.08,0.06499999999999999,0.045,-0.167158,-0.0832249
0.08,0.06999999999999999,0.045,-0.149167,-0.109567
0.08,0.075,0.045,-0.125928,-0.128275
0.08,0.08,0.045,-0.0985872,-0.13676
0.08,0.085,0.045,-0.069006,-0.132528
0.08,0.09000000000000001,0.045,-0.0399266,-0.11358
0.08,0.09500000000000001,0.045,-0.0157616,-0.0790085
0.08,0.10000000000000002,0.045,-0.0028034,-0.0299223
0.08,0.005,0.049999999999999996,-0.0033605,0.0386546
0.08,0.01,0.049999999999999996,-0.0183438,0.0997837
0.08,0.015,0.049999999999999996,-0.0455484,0.141071
0.08,0.02,0.049999999999999996,-0.0773871,0.16228
0.08,0.025,0.049999999999999996,-0.108859,0.165504
0.08,0.030000000000000002,0.049999999999999996,-0.137196,0.153847
0.08,0.035,0.049999999999999996,-0.160769,0.130657
0.08,0.04,0.049999999999999996,-0.178759,0.0990878
0.08,0.045,0.049999999999999996,-0.190873,0.0619043
0.08,0.049999999999999996,0.049999999999999996,-0.19706,0.0214824
0.08,0.05499999999999999,0.049999999999999996,-0.197326,-0.0200695
0.08,0.05999999999999999,0.049999999999999996,-0.19164,-0.0607252
0.08,0.06499999999999999,0.049999999999999996,-0.179938,-0.0983366
0.08,0.06999999999999999,0.049999999999999996,-0.162215,-0.13045
0.08,0.075,0.049999999999999996,-0.138722,-0.154191
0.08,0.08,0.049999999999999996,-0.110259,-0.16628
0.08,0.085,0.049999999999999996,-0.0784752,-0.163251
0.08,0.09000000000000001,0.049999999999999996,-0.0462114,-0.141939
0.08,0.09500000000000001,0.049999999999999996,-0.0186026,-0.100294
0.08,0.10000000000000002,0.049999999999999996,-0.00340173,-0.0387415
0.08,0.005,0.05499999999999999,-0.00411055,0.0489652
0.08,0.01,0.05499999999999999,-0.0216171,0.123926
0.08,0.015,0.05499999999999999,-0.0522632,0.172261
0.08,0.02,0.05499999999999999,-0.0867166,0.195006
0.08,0.025,0.05499999999999999,-0.119305,0.195986
0.08,0.030000000000000002,0.05499999999999999,-0.147398,0.179873
0.08,0.035,0.05499999999999999,-0.169835,0.151175
0.08,0.04,0.05499999999999999,-0.186365,0.113766
0.08,0.045,0.05499999999999999,-0.197205,0.0707597
0.08,0.049999999999999996,0.05499999999999999,-0.202682,0.0246148
0.08,0.05499999999999999,0.05499999999999999,-0.202995,-0.0226302
0.08,0.05999999999999999,0.05499999999999999,-0.198117,-0.0690699
0.08,0.06499999999999999,0.05499999999999999,-0.187787,-0.112626
0.08,0.06999999999999999,0.05499999999999999,-0.171621,-0.150757
0.08,0.075,0.05499999999999999,-0.149338,-0.180224
0.08,0.08,0.05499999999999999,-0.121151,-0.196994
